transaction_id,transaction_amount,login_attempts,device_risk_score,transfer_frequency,anomaly_score,account_age_days,transaction_time_hour,failed_transactions_last_30d,avg_monthly_balance,daily_transaction_count,geo_distance_km,session_duration_minutes,transaction_velocity_score,payment_channel,authentication_type,card_present_flag,international_transaction_flag,suspicious_ip_flag,fraud_flag
1002021,11473.82,3.0,89.7,0,0.29,2708,9,25,279374.22,52,8937.0,97.0,81.3,Web Banking,OTP,0,0,1,False
1000625,16111.18,9.0,7.7,3,0.19,4582,15,18,295778.42,51,509.0,67.0,73.8,Web Banking,OTP,1,0,0,False
1006805,21680.81,8.0,26.0,67,0.58,4802,1,6,236900.83,28,443.0,89.0,60.9,Mobile App,OTP,0,0,1,False
1002408,19461.99,9.0,16.3,26,0.75,739,4,10,109878.1,73,12351.0,112.0,3.8,Mobile App,OTP,0,1,1,True
1003922,8461.68,8.0,12.6,46,0.36,4409,9,2,278534.84,31,1327.0,89.0,47.3,Web Banking,OTP,1,1,0,False
1009724,2225.23,7.0,92.1,73,0.23,1406,13,17,363100.6,97,8216.0,50.0,56.8,Mobile App,Password Only,0,0,0,False
1002019,22409.09,1.0,64.9,6,0.68,1827,1,10,197722.21,13,6706.0,27.0,57.0,Web Banking,Password Only,0,0,0,True
1002234,22640.49,11.0,2.7,8,0.16,4887,23,2,142570.31,111,5118.0,95.0,51.7,Mobile App,OTP,0,1,1,False
1005900,14714.95,11.0,71.5,50,0.13,3409,17,23,6255.37,100,11050.0,67.0,76.4,ATM,Two-Factor Authentication,0,0,1,False
1001489,577.06,1.0,78.9,70,0.04,3615,20,16,263086.7,65,8815.0,109.0,84.8,ATM,OTP,1,0,1,False
1000036,2291.61,8.0,43.4,7,0.23,4465,2,24,113022.3,36,13546.0,76.0,81.2,Mobile App,Two-Factor Authentication,1,1,0,False
1004095,4977.21,5.0,42.4,70,0.52,3481,16,12,181305.96,107,10969.0,103.0,13.2,Web Banking,Biometric,0,0,0,False
1005523,13336.2,11.0,10.6,58,0.23,799,22,2,229523.86,35,3630.0,39.0,11.5,Web Banking,OTP,1,0,0,False
1009097,22941.76,6.0,2.8,7,0.72,222,23,6,317768.1,4,38.0,56.0,69.1,ATM,OTP,0,0,0,True
1004374,1642.53,8.0,4.5,13,0.21,3841,7,14,227991.59,80,8273.0,46.0,99.4,Web Banking,Password Only,1,1,0,False
1009894,19714.78,12.0,44.3,39,0.26,4636,11,22,269291.78,18,3824.0,57.0,93.8,Mobile App,Biometric,0,0,1,False
1005641,24727.34,12.0,3.0,4,0.16,2712,13,5,339607.28,48,4722.0,60.0,72.6,Mobile App,Password Only,0,0,1,False
1005810,46.82,10.0,0.0,68,0.39,2072,4,9,58533.35,61,13603.0,10.0,91.7,ATM,Password Only,0,0,1,False
1007729,18598.67,9.0,50.9,7,0.25,297,12,6,276126.07,42,3976.0,114.0,80.5,Mobile App,Password Only,1,0,0,False
1000108,6574.05,1.0,59.4,48,0.02,3179,16,6,64962.54,82,10857.0,118.0,11.9,Mobile App,OTP,0,0,0,False
1005154,11025.09,2.0,54.9,32,0.35,2789,16,7,473822.72,20,2439.0,22.0,50.7,Web Banking,Password Only,0,0,1,False
1005269,4311.26,8.0,37.8,60,0.22,4446,2,4,283729.99,8,9263.0,65.0,38.8,ATM,Two-Factor Authentication,0,0,0,False
1004138,19325.42,6.0,67.0,64,0.01,175,22,21,426911.31,3,4654.0,114.0,5.2,Mobile App,Password Only,0,0,0,False
1004088,14660.19,4.0,76.1,4,0.99,3305,5,17,396636.89,15,1682.0,79.0,34.3,ATM,Biometric,0,0,0,True
1002317,22673.58,8.0,46.4,75,0.5,730,4,8,415997.78,6,9559.0,119.0,75.8,Mobile App,Biometric,0,0,1,False
1009020,3108.0,9.0,92.7,71,0.99,3065,20,17,455131.95,14,11209.0,15.0,68.4,Mobile App,Biometric,1,0,1,True
1000765,4316.82,5.0,49.4,22,0.6,3073,18,18,336103.19,58,12346.0,48.0,97.7,Mobile App,OTP,0,1,1,False
1003705,5089.24,7.0,9.2,27,0.39,3117,9,4,28300.97,78,5787.0,99.0,80.1,Mobile App,OTP,0,0,1,False
1009201,23719.13,7.0,19.0,59,0.92,633,16,9,311326.32,48,45.0,24.0,91.1,Web Banking,OTP,1,1,0,True
1008348,7333.59,4.0,83.6,61,0.09,267,18,3,82449.27,118,7766.0,17.0,98.1,POS Terminal,Two-Factor Authentication,1,1,0,False
1000994,19889.22,11.0,44.2,47,0.73,1819,9,23,486218.22,113,5215.0,52.0,92.3,Mobile App,OTP,0,0,1,False
1003961,11594.04,8.0,56.7,56,0.67,2921,6,7,468578.28,32,12044.0,66.0,13.2,POS Terminal,otp,0,1,0,True
1000252,3463.3,7.0,72.5,42,0.48,65,0,9,130744.78,25,6434.0,56.0,60.0,Mobile App,OTP,0,0,0,False
1007633,23615.98,2.0,34.8,38,0.01,871,15,6,79493.86,32,5629.0,10.0,18.1,Mobile App,Two-Factor Authentication,1,0,1,False
1003529,5176.22,2.0,85.1,22,0.12,3843,0,4,211146.7,102,11926.0,74.0,60.6,Mobile App,Password Only,1,0,0,False
1007232,4708.61,11.0,67.4,39,0.14,3323,16,25,110438.2,101,12874.0,28.0,35.7,Mobile App,Password Only,0,1,0,False
1001374,22004.7,7.0,77.7,76,0.33,1449,20,16,331530.36,11,12820.0,54.0,34.6,Mobile App,OTP,0,1,0,False
1005817,24106.01,5.0,63.7,7,0.3,93,10,20,178636.13,70,6794.0,87.0,17.2,Web Banking,OTP,0,1,0,False
1003306,6477.24,12.0,100.0,31,0.37,2400,7,9,232455.58,68,5670.0,115.0,93.8,Web Banking,OTP,1,1,0,False
1007764,11642.52,4.0,16.4,50,0.28,3108,20,11,355451.27,13,14744.0,107.0,3.6,Mobile App,Biometric,0,1,1,False
1008526,6352.17,3.0,12.3,72,0.78,3319,5,10,442047.14,29,9384.0,20.0,15.5,Mobile App,OTP,0,0,0,False
1005506,7256.41,7.0,14.3,16,0.01,3317,17,11,400117.19,52,4501.0,23.0,8.7,Mobile App,Password Only,1,0,0,False
1008135,22045.98,12.0,43.6,49,0.23,395,17,25,168049.71,57,416.0,103.0,69.3,Web Banking,Two-Factor Authentication,0,1,1,False
1003541,19033.99,12.0,100.0,15,0.35,3011,12,21,77871.93,34,8240.0,40.0,0.0,Web Banking,Two-Factor Authentication,0,1,1,False
1000488,6559.13,1.0,49.4,72,0.03,4044,15,2,439392.77,108,6753.0,21.0,86.3,Mobile App,Two-Factor Authentication,0,0,1,False
1009943,16667.05,3.0,81.5,42,0.57,4947,2,15,7628.74,109,10572.0,73.0,100.0,Web Banking,Password Only,0,1,1,True
1004685,21849.28,6.0,29.0,2,0.26,3905,23,15,161508.1,81,3559.0,110.0,40.3,Mobile App,OTP,1,1,0,False
1009815,12024.54,3.0,61.9,12,0.36,4747,15,2,345350.82,76,12844.0,3.0,48.3,Web Banking,Two-Factor Authentication,1,0,1,False
1003785,7683.31,5.0,67.9,22,0.65,3726,2,8,238253.42,43,7304.0,105.0,46.4,Mobile App,Biometric,1,0,1,True
1009469,4610.5,3.0,94.5,50,0.43,4121,18,10,107854.12,104,11146.0,28.0,39.8,Web Banking,OTP,1,0,0,False
1009285,2280.9,12.0,84.9,61,0.68,167,20,24,167087.46,14,14842.0,116.0,61.6,Mobile App,Two-Factor Authentication,1,1,0,True
1001150,18636.57,8.0,67.8,42,0.36,4704,15,20,209300.49,53,5148.0,36.0,3.2,Mobile App,Two-Factor Authentication,0,0,0,False
1000959,1997.59,4.0,39.5,17,0.18,4731,20,19,246804.25,75,3222.0,25.0,21.9,Mobile App,Biometric,1,1,0,False
1003740,2501.13,11.0,89.3,23,0.3,3088,21,6,298299.65,69,3876.0,51.0,30.2,Mobile App,Password Only,1,0,1,False
1008105,3952.98,7.0,19.3,35,0.41,3543,15,24,450725.58,73,6776.0,2.0,51.9,POS Terminal,Password Only,0,1,1,False
1005712,22177.84,5.0,48.7,72,0.24,4243,2,3,116001.61,100,7257.0,86.0,57.9,Mobile App,OTP,1,0,0,False
1004044,15175.47,5.0,27.8,79,0.4,436,14,20,429546.51,115,8209.0,120.0,65.5,ATM,Password Only,1,0,1,False
1003285,9344.71,11.0,67.5,11,0.17,2231,20,9,161269.3,94,11139.0,3.0,48.8,Web Banking,Password Only,0,1,1,False
1002139,13012.01,6.0,60.3,78,0.08,3275,8,6,492308.69,89,12622.0,67.0,9.1,Mobile App,OTP,1,1,1,False
1008608,10472.27,11.0,71.1,17,0.2,1714,5,20,83312.42,107,4114.0,15.0,36.1,ATM,Two-Factor Authentication,1,0,1,False
1008749,3027.64,4.0,55.2,27,0.3,4274,7,0,89432.94,82,7291.0,97.0,95.0,Mobile App,OTP,1,1,0,False
1002733,7299.19,11.0,68.8,43,0.44,2134,8,17,77337.2,3,7927.0,111.0,29.7,Mobile App,Two-Factor Authentication,1,0,0,False
1008090,17306.69,10.0,49.4,66,0.32,3605,21,16,179051.94,78,8654.0,75.0,21.5,POS Terminal,Two-Factor Authentication,0,0,1,False
1001632,6627.53,6.0,85.1,12,0.05,4492,13,1,248364.56,67,2048.0,104.0,37.1,Mobile App,OTP,1,0,0,False
1001796,13381.57,5.0,70.3,78,0.1,4908,3,9,4820.47,32,7479.0,47.0,22.6,Mobile App,OTP,0,0,0,False
1002349,11384.52,10.0,90.5,18,0.04,1230,3,5,368584.0,98,320.0,98.0,89.7,Web Banking,OTP,1,0,0,False
1009136,,7.0,75.9,46,0.13,4602,9,22,205398.83,113,2360.0,72.0,59.6,Mobile App,Password Only,0,1,1,False
1008854,21167.11,11.0,0.0,38,0.01,1065,3,12,320634.16,53,11426.0,35.0,55.3,Mobile App,Password Only,1,1,0,False
1002128,8858.98,9.0,100.0,4,0.26,4871,2,20,88129.26,73,14885.0,114.0,52.5,Mobile App,OTP,0,0,0,False
1003321,7.55,9.0,14.4,72,0.08,3094,13,20,7167.49,2,10969.0,24.0,27.4,Web Banking,Password Only,0,0,1,False
1000304,21176.14,2.0,50.9,48,0.36,4238,6,14,211351.95,25,13406.0,119.0,41.6,ATM,OTP,1,1,0,False
1000040,20252.1,1.0,33.7,80,0.01,4548,21,19,441114.51,82,6268.0,65.0,91.4,Mobile App,OTP,0,0,1,False
1003932,8246.91,10.0,71.6,61,0.44,866,0,6,357090.55,112,11183.0,50.0,65.8,Mobile App,OTP,0,0,0,True
1001148,11126.49,1.0,79.5,27,0.19,1214,6,25,239425.74,6,7428.0,108.0,62.3,ATM,OTP,0,0,0,False
1007727,5693.74,2.0,69.8,32,0.37,2348,19,11,59964.48,64,3798.0,27.0,39.5,Web Banking,OTP,1,0,Y,False
1008893,6237.74,9.0,77.4,26,0.01,2521,2,7,123293.95,66,5908.0,8.0,75.3,POS Terminal,Two-Factor Authentication,1,0,1,False
1009321,2205.82,12.0,21.5,61,0.19,2042,0,3,203692.57,24,5707.0,39.0,21.8,Mobile App,Password Only,0,1,1,False
1009746,18850.47,7.0,49.4,45,0.19,1078,13,1,10537.17,56,4672.0,47.0,60.1,Mobile App,Password Only,1,1,1,False
1008006,19684.17,5.0,43.2,79,0.39,3930,17,1,102143.77,37,10935.0,19.0,98.7,Mobile App,OTP,1,0,0,False
1007289,12799.0,2.0,66.9,58,0.78,4568,2,10,391584.71,97,1396.0,105.0,0.7,Web Banking,OTP,1,0,0,True
1004148,19873.18,9.0,32.2,35,0.17,3169,11,4,150597.32,119,11882.0,20.0,90.5,Mobile App,  OTP  ,0,1,0,False
1006919,714.14,8.0,23.0,46,0.12,1010,17,20,136447.15,39,9517.0,104.0,21.0,Mobile App,Biometric,0,1,1,False
1000591,7158.43,12.0,86.4,35,0.38,3164,1,17,90072.4,11,1257.0,35.0,46.4,ATM,OTP,0,1,0,False
1004523,7993.6,5.0,24.3,65,0.37,3426,3,17,463883.98,120,9218.0,91.0,35.8,Web Banking,OTP,1,1,1,False
1007376,17159.24,9.0,60.0,49,0.22,1790,15,6,482101.98,1,6943.0,101.0,11.7,Mobile App,OTP,1,0,0,False
1007663,2385.33,8.0,8.0,49,0.37,115,3,24,261917.23,13,13310.0,60.0,24.3,Mobile App,OTP,1,1,0,False
1006979,16282.8,12.0,32.4,18,0.3,4904,18,1,280720.8,71,3790.0,49.0,32.8,Web Banking,OTP,0,1,0,False
1009045,7196.56,4.0,69.3,51,0.08,1168,18,4,475464.57,117,13282.0,96.0,31.3,Mobile App,OTP,1,0,1,False
1002070,20894.54,6.0,62.4,0,0.75,2597,0,8,435913.86,56,2634.0,78.0,2.9,Mobile App,OTP,0,1,0,True
1004986,1831.49,7.0,52.3,36,0.49,2838,17,22,390846.4,11,1339.0,80.0,58.6,Mobile App,OTP,1,0,0,True
1001958,6873.26,11.0,13.3,59,0.69,4436,20,3,252357.2,71,10827.0,42.0,20.0,Web Banking,Biometric,0,0,1,True
1000260,11336.02,7.0,32.0,5,0.16,2647,21,21,302588.44,89,9447.0,83.0,33.1,Web Banking,Biometric,0,1,1,False
1006731,1114.36,3.0,59.8,60,0.15,3450,17,21,13867.25,71,10464.0,68.0,69.1,Mobile App,OTP,0,1,1,False
1008406,16404.29,5.0,26.9,35,0.32,299,3,18,445027.42,66,11241.0,65.0,15.2,Mobile App,OTP,0,0,0,False
1001731,16831.66,2.0,90.5,80,0.21,4935,17,24,192191.75,32,12319.0,59.0,13.0,Web Banking, OTP ,0,0,1,False
1008152,23527.66,10.0,61.0,26,0.13,668,23,16,36658.55,11,12898.0,115.0,2.8,Web Banking,OTP,0,0,1,False
1003796,17956.63,1.0,0.0,1,0.91,1729,10,15,240881.58,5,3045.0,3.0,90.3,POS Terminal,OTP,1,1,1,True
1009869,19783.08,1.0,48.2,79,0.04,4078,19,25,445249.05,7,4525.0,72.0,39.0,Web Banking,OTP,0,0,1,False
1006274,23585.12,7.0,82.0,69,0.88,3936,6,5,293362.62,16,4966.0,23.0,11.2,POS Terminal,Biometric,1,1,1,True
1007697,2444.31,3.0,93.5,47,0.38,4411,20,23,401344.37,68,10038.0,51.0,45.5,POS Terminal,Two-Factor Authentication,1,1,1,False
1002681,4892.68,5.0,82.6,39,0.4,2637,6,21,122194.75,20,8976.0,24.0,8.3,POS Terminal,OTP,1,1,0,False
1008782,24563.96,4.0,55.6,35,0.41,2560,23,0,234202.14,81,5815.0,111.0,87.7,Mobile App,Password Only,1,1,No,False
1005427,1497.74,11.0,50.6,28,0.29,2257,7,15,344109.65,71,9952.0,21.0,95.1,Mobile App,OTP,1,0,0,False
1008328,23769.96,2.0,35.2,47,0.31,3653,4,17,227745.74,86,752.0,8.0,55.1,POS Terminal,Two-Factor Authentication,0,1,0,False
1009770,21185.33,3.0,38.8,13,0.16,4876,22,18,157363.24,117,13135.0,28.0,70.4,Mobile App,Password Only,1,1,0,False
1002031,3097.56,3.0,34.9,48,0.89,896,7,13,317606.31,27,1166.0,46.0,6.0,Mobile App,Biometric,0,0,0,True
1003152,334.44,3.0,81.4,42,0.27,1495,10,11,205323.35,14,2235.0,89.0,22.8,Web Banking,Biometric,0,1,0,False
1003012,4790.55,9.0,15.1,10,0.33,777,0,13,304254.78,64,259.0,87.0,64.4,Mobile App,Two-Factor Authentication,1,0,0,False
1003465,19994.49,4.0,18.4,16,0.22,2588,1,12,262376.28,91,11489.0,12.0,16.3,ATM,Password Only,1,1,1,False
1005171,24895.84,4.0,33.9,59,0.88,2678,1,11,68709.25,108,10794.0,6.0,83.0,POS Terminal,Biometric,1,0,0,True
1001659,23666.25,4.0,98.5,11,0.13,2549,8,12,219190.43,63,12439.0,101.0,42.5,Mobile App,OTP,0,0,1,False
1008616,849.96,9.0,56.8,3,0.01,3018,23,17,117925.74,115,5112.0,93.0,31.6,POS Terminal,OTP,1,1,1,False
1005456,2235.87,1.0,67.8,72,0.67,432,19,3,134928.93,64,5233.0,35.0,58.4,Web Banking,OTP,0,0,1,False
1000312,12632.37,1.0,94.5,72,0.57,1073,22,22,103925.86,16,5254.0,5.0,100.0,Web Banking,Biometric,0,1,1,False
1005771,18710.07,12.0,30.8,4,0.57,4543,9,21,30887.09,79,14980.0,100.0,47.5,Mobile App,Two-Factor Authentication,0,1,0,True
1004713,23998.23,5.0,98.5,76,0.34,795,22,18,14971.1,37,7263.0,40.0,18.2,Mobile App,Password Only,1,0,1,False
1005502,5156.17,2.0,65.0,24,0.27,1374,18,20,419970.5,77,4252.0,108.0,70.3,Web Banking,OTP,0,1,0,False
1004526,19725.1,5.0,5.7,65,0.44,1609,18,21,45098.45,104,1660.0,86.0,27.0,ATM,OTP,0,0,1,False
1004830,14211.09,2.0,27.6,31,0.28,4932,15,13,354268.97,70,6546.0,69.0,21.6,Web Banking,Biometric,1,0,0,False
1007530,21232.59,1.0,44.0,69,0.25,2846,20,18,460834.0,83,7747.0,93.0,53.5,Mobile App,Two-Factor Authentication,1,0,1,False
1008023,338.36,5.0,63.5,55,0.42,3570,11,2,331896.67,106,5892.0,105.0,1.0,Web Banking,OTP,1,0,0,False
1002363,19796.17,10.0,30.5,20,0.82,502,18,6,109128.99,5,3372.0,106.0,79.5,Web Banking,OTP,1,1,0,False
1006687,,8.0,75.5,30,0.29,2090,9,12,284101.54,32,14940.0,28.0,67.3,POS Terminal,OTP,1,0,1,False
1006667,9007.9,11.0,69.2,42,0.13,531,6,15,99211.77,58,10575.0,60.0,85.1,Mobile App,OTP,0,0,0,False
1006694,12195.4,4.0,24.0,35,0.54,339,9,25,267092.85,99,456.0,45.0,30.6,Web Banking,Biometric,1,0,0,False
1009876,5550.99,7.0,43.9,69,0.51,933,5,18,25939.84,15,8516.0,114.0,43.2,Mobile App,OTP,0,1,0,False
1001570,1286.26,1.0,76.4,30,0.29,2916,6,1,186466.94,46,8469.0,112.0,57.7,Web Banking,Password Only,0,1,1,False
1008523,2079.4,2.0,2.3,72,0.01,4494,22,3,241999.74,79,432.0,17.0,95.2,MOBILE APP,Password Only,0,0,0,False
1000624,12868.04,8.0,95.3,10,0.21,1818,12,7,267760.59,15,8911.0,68.0,82.0,Mobile App,Biometric,1,0,1,False
1005299,15146.56,12.0,49.7,78,0.36,4612,15,7,69447.57,6,3315.0,90.0,21.7,POS Terminal,Biometric,1,0,0,False
1004223,21169.1,8.0,29.6,74,0.22,893,16,5,212950.72,95,13485.0,119.0,32.9,Mobile App,Two-Factor Authentication,1,1,1,False
1000501,18989.02,5.0,44.5,19,0.67,876,18,15,471897.57,90,3691.0,12.0,39.4,Mobile App,Biometric,1,1,0,True
1000322,11548.77,5.0,100.0,28,0.17,3241,17,17,347723.62,71,2568.0,88.0,90.5,Web Banking,Password Only,0,1,1,False
1003678,8567.17,11.0,89.9,8,0.33,4695,22,6,350601.25,72,9286.0,107.0,13.5,Mobile App,Two-Factor Authentication,0,1,1,False
1003132,20476.88,9.0,89.6,7,0.22,2214,6,13,186439.04,53,1053.0,96.0,94.7,Web Banking,Two-Factor Authentication,0,1,1,False
1005652,10352.7,6.0,64.9,28,0.38,3069,16,18,318068.33,84,13296.0,,72.5,Mobile App,Password Only,1,1,1,False
1007884,7398.98,5.0,68.0,42,0.25,3211,19,23,297017.81,82,6516.0,115.0,59.1,Mobile App,Biometric,0,0,1,False
1005328,71.79,12.0,27.3,4,0.39,334,22,3,443357.08,23,4987.0,118.0,21.3,Mobile App,Password Only,0,0,1,False
1002808,6142.15,3.0,22.1,8,0.15,2784,3,2,179462.78,96,323.0,63.0,54.2,Mobile App,Two-Factor Authentication,1,0,1,False
1009804,10315.83,7.0,88.0,21,0.35,1597,15,16,424399.19,20,4824.0,4.0,73.5,Web Banking,Biometric,0,0,0,False
1000857,19054.43,12.0,86.9,13,0.74,2253,8,18,347620.55,37,7817.0,33.0,0.9,ATM,OTP,0,0,1,False
1001112,14807.12,1.0,41.7,13,0.84,4283,12,5,267213.31,91,13557.0,70.0,5.0,Mobile App,Biometric,1,1,1,True
1003072,7357.52,10.0,5.9,5,0.34,428,22,16,283024.65,78,1721.0,42.0,60.7,Mobile App,Password Only,1,1,1,False
1008113,6730.8,4.0,39.8,38,0.14,3019,4,10,342562.31,66,5386.0,100.0,13.4,Mobile App,Two-Factor Authentication,1,1,1,False
1007462,13631.54,1.0,47.0,48,0.54,2142,14,25,373086.4,109,7071.0,4.0,87.4,Web Banking,Password Only,0,1,0,False
1002743,6765.62,12.0,100.0,1,0.87,896,9,20,362741.53,30,11294.0,25.0,48.7,Web Banking,OTP,0,0,0,True
1005689,8798.17,11.0,41.0,79,0.24,3731,14,15,324105.07,2,11655.0,82.0,59.2,Web Banking,Biometric,0,0,0,False
1008022,1390.18,10.0,66.6,64,0.41,785,17,22,204999.66,54,3635.0,7.0,76.3,Mobile App,OTP,1,0,1,False
1005768,11715.69,2.0,20.1,22,0.41,2976,10,10,368143.46,34,10514.0,97.0,83.1,Mobile App,Biometric,1,0,1,False
1004607,6544.59,6.0,20.9,30,0.23,4742,18,21,230042.7,27,11897.0,84.0,79.0,ATM,2FA,0,1,0,False
1009144,24473.5,7.0,29.2,37,0.44,1723,14,11,292883.79,109,11489.0,2.0,93.3,Web Banking,Password Only,1,0,1,False
1009643,3025.14,8.0,66.8,64,0.17,3190,12,10,340746.26,10,2188.0,24.0,7.5,Mobile App,OTP,1,1,0,False
1005035,19736.06,11.0,60.0,48,0.37,3734,11,18,447344.5,94,163.0,62.0,91.3,Mobile App,Biometric,1,0,1,False
